,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,sum,count,ave
7489,7490,2010,11,9,1,3,,,,-7,63.69,1021,-1,NW,5,,,0,0,
7490,7491,2010,11,9,2,3,,,,-6,68.78,1021,-1,NW,7,,,0,0,
7491,7492,2010,11,9,3,3,,,,-6,68.78,1021,-1,NW,8,,,0,0,
7492,7493,2010,11,9,4,3,,,,-6,68.78,1020,-1,cv,1,,,0,0,
7493,7494,2010,11,9,5,3,,,,-5,74.22,1020,-1,cv,1,,,0,0,
7494,7495,2010,11,9,6,3,,,,-7,68.56,1020,-2,cv,2,,,0,0,
7495,7496,2010,11,9,7,3,,,,-6,79.73,1020,-3,SW,1,,,0,0,
7496,7497,2010,11,9,8,3,,,,-4,80.04,1021,-1,SW,2,,,0,0,
7497,7498,2010,11,9,9,3,,,,-5,64.18,1021,1,cv,1,,,0,0,
7498,7499,2010,11,9,10,3,,,,-9,43.88,1021,2,cv,2,,,0,0,
7499,7500,2010,11,9,11,3,,,,-9,43.88,1021,2,cv,3,,,0,0,
7500,7501,2010,11,9,12,3,,,,-10,37.77,1020,3,SW,1,,,0,0,
7501,7502,2010,11,9,13,3,,,,-11,34.88,1019,3,cv,1,,,0,0,
7502,7503,2010,11,9,14,3,,,,-11,32.5,1019,4,SW,2,,,0,0,
7503,7504,2010,11,9,15,3,,,,-11,32.5,1019,4,SW,4,,,0,0,
7504,7505,2010,11,9,16,3,,,,-10,37.77,1019,3,SW,7,,,0,0,
7505,7506,2010,11,9,17,3,,,,-10,43.57,1019,1,cv,1,,,0,0,
7506,7507,2010,11,9,18,3,,,,-9,47.14,1019,1,SE,2,,,0,0,
7507,7508,2010,11,9,19,3,,,,-7,59.21,1020,0,SE,5,,,0,0,
7508,7509,2010,11,9,20,3,,,,-6,68.78,1020,-1,SE,8,,,0,0,
7509,7510,2010,11,9,21,3,,,,-6,74.03,1020,-2,SE,11,,,0,0,
7510,7511,2010,11,9,22,3,,,,-6,74.03,1020,-2,SE,15,,,0,0,
7511,7512,2010,11,9,23,3,,,,-6,74.03,1020,-2,SE,19,,,0,0,
7512,7513,2010,11,10,0,3,,,,-7,73.84,1020,-3,SE,23,,,0,0,
7513,7514,2010,11,10,1,3,,,,-7,73.84,1020,-3,SE,26,,,0,0,
7514,7515,2010,11,10,2,3,,,,-7,73.84,1020,-3,SE,30,,,0,0,
7515,7516,2010,11,10,3,3,,,,-7,73.84,1020,-3,SE,32,,,0,0,
7516,7517,2010,11,10,4,3,,,,-7,73.84,1020,-3,cv,2,,,0,0,
7517,7518,2010,11,10,5,3,,,,-7,73.84,1019,-3,SE,4,,,0,0,
7518,7519,2010,11,10,6,3,,,,-8,68.33,1019,-3,SE,7,,,0,0,
7519,7520,2010,11,10,7,3,,,,-7,73.84,1020,-3,SE,10,,,0,0,
7520,7521,2010,11,10,8,3,,,,-6,68.78,1020,-1,SE,13,,,0,0,
7521,7522,2010,11,10,9,3,,,,-6,59.48,1020,1,SE,16,,,0,0,
7522,7523,2010,11,10,10,3,,,,-6,55.36,1020,2,SE,19,,,0,0,
7523,7524,2010,11,10,11,3,,,,-5,45.1,1019,6,SE,22,,,0,0,
7524,7525,2010,11,10,12,3,,,,-5,39.32,1018,8,SE,26,,,0,0,
7525,7526,2010,11,10,13,3,,,,-4,45.4,1017,7,SW,4,,,0,0,
7526,7527,2010,11,10,14,3,,,,-3,45.7,1017,8,SW,8,,,0,0,
7527,7528,2010,11,10,15,3,,,,-3,48.93,1017,7,SW,13,,,0,0,
7528,7529,2010,11,10,16,3,,,,-3,52.41,1017,6,SW,16,,,0,0,
7529,7530,2010,11,10,17,3,,,,-3,56.18,1017,5,SE,3,,,0,0,
7530,7531,2010,11,10,18,3,,,,-3,60.25,1016,4,SE,6,,,0,0,
7531,7532,2010,11,10,19,3,,,,-2,64.9,1016,4,SE,9,,,0,0,
7532,7533,2010,11,10,20,3,,,,-2,64.9,1017,4,SE,12,,,0,0,
7533,7534,2010,11,10,21,3,,,,-1,65.13,1016,5,SE,15,,,0,0,
7534,7535,2010,11,10,22,3,,,,-1,65.13,1016,5,SW,4,,,0,0,
7535,7536,2010,11,10,23,3,,,,-1,65.13,1016,5,SE,4,,,0,0,
7536,7537,2010,11,11,0,3,,,,-1,65.13,1015,5,SE,8,,,0,0,
7537,7538,2010,11,11,1,3,,,,-1,65.13,1015,5,SE,13,,,0,0,
7538,7539,2010,11,11,2,3,,,,-1,65.13,1014,5,SE,18,,,0,0,
7539,7540,2010,11,11,3,3,,,,-1,65.13,1013,5,SE,23,,,0,0,
7540,7541,2010,11,11,4,3,,,,,,,,,,,,0,0,
7541,7542,2010,11,11,5,3,,,,-2,60.51,1011,5,SE,6,,,0,0,
7542,7543,2010,11,11,6,3,,,,-1,60.76,1009,6,SE,12,,,0,0,
7543,7544,2010,11,11,7,3,,,,-1,60.76,1009,6,SE,17,,,0,0,
7544,7545,2010,11,11,8,3,,,,1,70.27,1008,6,SE,23,,,0,0,
7545,7546,2010,11,11,9,3,,,,3,86.89,1007,5,SE,31,,,0,0,
7546,7547,2010,11,11,10,3,,,,3,86.89,1006,5,SE,35,,,0,0,
7547,7548,2010,11,11,11,3,,,,2,93.13,1007,3,SW,8,,,0,0,
7548,7549,2010,11,11,12,3,,,,2,86.79,1003,4,SE,7,,,0,0,
7549,7550,2010,11,11,13,3,,,,2,75.49,1001,6,SE,13,,,0,0,
7550,7551,2010,11,11,14,3,,,,2,75.49,1001,6,SE,19,,,0,0,
7551,7552,2010,11,11,15,3,,,,2,75.49,1000,6,SW,5,,,0,0,
7552,7553,2010,11,11,16,3,,,,3,86.89,1001,5,SW,13,,,0,0,
7553,7554,2010,11,11,17,3,,,,0,93.02,1002,1,SW,23,,,0,0,
7554,7555,2010,11,11,18,3,,,,-1,86.47,1003,1,SW,34,,,0,0,
7555,7556,2010,11,11,19,3,,,,-1,92.96,1004,0,SW,43,,,0,0,
7556,7557,2010,11,11,20,3,,,,,,,,,,,,0,0,
7557,7558,2010,11,11,21,3,,,,-1,92.96,1006,0,SW,10,,,0,0,
7558,7559,2010,11,11,22,3,,,,-1,92.96,1007,0,SW,18,,,0,0,
7559,7560,2010,11,11,23,3,,,,-1,86.47,1008,1,SW,24,,,0,0,
7560,7561,2010,11,12,0,3,,,,-2,80.34,1009,1,SW,30,,,0,0,
7561,7562,2010,11,12,1,3,,,,-2,80.34,1010,1,SW,37,,,0,0,
7562,7563,2010,11,12,2,3,,,,-1,92.96,1011,0,SW,42,,,0,0,
7563,7564,2010,11,12,3,3,,,,-3,74.59,1012,1,SW,47,,,0,0,
7564,7565,2010,11,12,4,3,,,,-3,74.59,1013,1,SW,52,,,0,0,
7565,7566,2010,11,12,5,3,,,,-3,74.59,1014,1,SW,57,,,0,0,
7566,7567,2010,11,12,6,3,,,,-3,74.59,1015,1,SW,62,,,0,0,
7567,7568,2010,11,12,7,3,,,,-3,74.59,1016,1,SW,65,,,0,0,
7568,7569,2010,11,12,8,3,,,,-3,74.59,1017,1,SW,68,,,0,0,
7569,7570,2010,11,12,9,3,,,,-2,80.34,1018,1,SW,72,,,0,0,
7570,7571,2010,11,12,10,3,,,,-3,74.59,1019,1,NW,2,,,0,0,
7571,7572,2010,11,12,11,3,,,,-2,69.64,1019,3,SW,4,,,0,0,
7572,7573,2010,11,12,12,3,,,,-2,69.64,1019,3,SW,9,,,0,0,
7573,7574,2010,11,12,13,3,,,,-3,60.25,1019,4,SW,14,,,0,0,
7574,7575,2010,11,12,14,3,,,,-3,56.18,1019,5,SW,18,,,0,0,
7575,7576,2010,11,12,15,3,,,,-5,45.1,1019,6,SW,21,,,0,0,
7576,7577,2010,11,12,16,3,,,,-4,52.13,1018,5,SE,2,,,0,0,
7577,7578,2010,11,12,17,3,,,,-4,60,1018,3,SE,5,,,0,0,
7578,7579,2010,11,12,18,3,,,,-2,69.64,1019,3,SE,8,,,0,0,
7579,7580,2010,11,12,19,3,,,,-3,64.66,1019,3,SE,11,,,0,0,
7580,7581,2010,11,12,20,3,,,,-2,69.64,1019,3,SE,14,,,0,0,
7581,7582,2010,11,12,21,3,,,,-3,60.25,1019,4,SE,17,,,0,0,
7582,7583,2010,11,12,22,3,,,,-3,56.18,1020,5,SW,3,,,0,0,
7583,7584,2010,11,12,23,3,,,,-2,60.51,1020,5,SE,3,,,0,0,
7584,7585,2010,11,13,0,3,,,,-2,60.51,1019,5,SE,6,,,0,0,
7585,7586,2010,11,13,1,3,,,,-2,56.45,1019,6,SE,9,,,0,0,
7586,7587,2010,11,13,2,3,,,,-1,60.76,1018,6,SW,2,,,0,0,
7587,7588,2010,11,13,3,3,,,,0,61.01,1017,7,SE,3,,,0,0,
7588,7589,2010,11,13,4,3,,,,1,65.59,1017,7,SE,5,,,0,0,
7589,7590,2010,11,13,5,3,,,,1,61.26,1016,8,SW,5,,,0,0,
7590,7591,2010,11,13,6,3,,,,1,86.68,1018,3,NW,6,,,0,0,
7591,7592,2010,11,13,7,3,,,,0,100,1019,0,NW,9,,,0,0,
7592,7593,2010,11,13,8,3,,,,0,100,1021,0,SW,2,,,0,0,
7593,7594,2010,11,13,9,3,,,,0,100,1022,0,SW,5,,,0,0,
7594,7595,2010,11,13,10,3,,,,0,100,1023,0,NW,2,,,0,0,
7595,7596,2010,11,13,11,3,,,,0,93.02,1023,1,SW,2,,,0,0,
7596,7597,2010,11,13,12,3,,,,0,93.02,1023,1,SE,3,,,0,0,
7597,7598,2010,11,13,13,3,,,,1,93.08,1024,2,SW,4,,,0,0,
7598,7599,2010,11,13,14,3,,,,0,86.58,1025,2,SW,8,,,0,0,
7599,7600,2010,11,13,15,3,,,,0,86.58,1026,2,SW,11,,,0,0,
7600,7601,2010,11,13,16,3,,,,0,86.58,1027,2,SW,14,,,0,0,
7601,7602,2010,11,13,17,3,,,,-2,86.37,1028,0,SW,16,,,0,0,
7602,7603,2010,11,13,18,3,,,,,,,,,,,,0,0,
7603,7604,2010,11,13,19,3,,,,-5,69,1030,0,NW,4,,,0,0,
7604,7605,2010,11,13,20,3,,,,-5,74.22,1031,-1,NW,6,,,0,0,
7605,7606,2010,11,13,21,3,,,,-5,86.04,1032,-3,cv,0,,,0,0,
7606,7607,2010,11,13,22,3,,,,-5,86.04,1032,-3,SE,1,,,0,0,
7607,7608,2010,11,13,23,3,,,,-5,92.73,1032,-4,cv,0,,,0,0,
7608,7609,2010,11,14,0,3,,,,-6,92.67,1032,-5,SW,2,,,0,0,
7609,7610,2010,11,14,1,3,,,,-6,92.67,1033,-5,cv,1,,,0,0,
7610,7611,2010,11,14,2,3,,,,-7,92.61,1033,-6,SW,2,,,0,0,
7611,7612,2010,11,14,3,3,,,,-6,92.67,1033,-5,SW,4,,,0,0,
7612,7613,2010,11,14,4,3,,,,-6,100,1033,-6,SW,6,,,0,0,
7613,7614,2010,11,14,5,3,,,,-8,92.55,1034,-7,cv,1,,,0,0,
7614,7615,2010,11,14,6,3,,,,-7,92.61,1034,-6,cv,1,,,0,0,
7615,7616,2010,11,14,7,3,,,,-8,92.55,1034,-7,SE,1,,,0,0,
7616,7617,2010,11,14,8,3,,,,-6,92.67,1035,-5,SE,3,,,0,0,
7617,7618,2010,11,14,9,3,,,,-5,86.04,1035,-3,SW,2,,,0,0,
7618,7619,2010,11,14,10,3,,,,-5,74.22,1035,-1,SW,5,,,0,0,
7619,7620,2010,11,14,11,3,,,,-8,54.8,1035,0,SW,9,,,0,0,
7620,7621,2010,11,14,12,3,,,,-8,54.8,1034,0,NW,4,,,0,0,
7621,7622,2010,11,14,13,3,,,,-9,50.68,1034,0,NW,8,,,0,0,
7622,7623,2010,11,14,14,3,,,,-8,54.8,1034,0,NW,12,,,0,0,
7623,7624,2010,11,14,15,3,,,,-9,50.68,1034,0,NW,15,,,0,0,
7624,7625,2010,11,14,16,3,,,,-9,50.68,1035,0,NW,19,,,0,0,
7625,7626,2010,11,14,17,3,,,,-8,58.95,1035,-1,NW,22,,,0,0,
7626,7627,2010,11,14,18,3,,,,-8,68.33,1036,-3,NW,24,,,0,0,
7627,7628,2010,11,14,19,3,,,,-9,63.2,1036,-3,NW,25,,,0,0,
7628,7629,2010,11,14,20,3,,,,-9,68.11,1036,-4,SW,2,,,0,0,
7629,7630,2010,11,14,21,3,,,,-8,73.65,1036,-4,SW,4,,,0,0,
7630,7631,2010,11,14,22,3,,,,-9,63.2,1036,-3,NW,4,,,0,0,
7631,7632,2010,11,14,23,3,,,,-10,62.95,1036,-4,NW,6,,,0,0,
7632,7633,2010,11,15,0,3,,,,-10,67.88,1036,-5,NW,7,,,0,0,
7633,7634,2010,11,15,1,3,,,,-10,67.88,1036,-5,SW,2,,,0,0,
7634,7635,2010,11,15,2,3,,,,-10,79.1,1035,-7,SW,3,,,0,0,
7635,7636,2010,11,15,3,3,,,,-10,79.1,1035,-7,SW,4,,,0,0,
7636,7637,2010,11,15,4,3,,,,-9,85.59,1035,-7,SW,6,,,0,0,
7637,7638,2010,11,15,5,3,,,,-9,92.48,1035,-8,SW,8,,,0,0,
7638,7639,2010,11,15,6,3,,,,-9,92.48,1034,-8,SW,9,,,0,0,
7639,7640,2010,11,15,7,3,,,,-9,92.48,1034,-8,SW,11,,,0,0,
7640,7641,2010,11,15,8,3,,,,-7,85.82,1035,-5,SW,13,,,0,0,
7641,7642,2010,11,15,9,3,,,,-9,63.2,1034,-3,SW,16,,,0,0,
7642,7643,2010,11,15,10,3,,,,-11,50.08,1034,-2,SW,19,,,0,0,
7643,7644,2010,11,15,11,3,,,,-11,46.53,1032,-1,SW,22,,,0,0,
7644,7645,2010,11,15,12,3,,,,-9,54.51,1031,-1,SW,25,,,0,0,
7645,7646,2010,11,15,13,3,,,,-9,50.68,1030,0,SW,29,,,0,0,
7646,7647,2010,11,15,14,3,,,,-9,50.68,1029,0,SW,33,,,0,0,
7647,7648,2010,11,15,15,3,,,,-10,46.84,1028,0,SW,38,,,0,0,
7648,7649,2010,11,15,16,3,,,,-9,50.68,1027,0,SW,42,,,0,0,
7649,7650,2010,11,15,17,3,,,,-7,63.69,1027,-1,SW,45,,,0,0,
7650,7651,2010,11,15,18,3,,,,-7,63.69,1026,-1,SW,48,,,0,0,
7651,7652,2010,11,15,19,3,,,,,,,,,,,,0,0,
7652,7653,2010,11,15,20,3,,,,-9,54.51,1025,-1,SE,4,,,0,0,
7653,7654,2010,11,15,21,3,,,,-7,63.69,1024,-1,SE,8,,,0,0,
7654,7655,2010,11,15,22,3,,,,-7,63.69,1024,-1,SE,11,,,0,0,
7655,7656,2010,11,15,23,3,,,,-6,68.78,1023,-1,SE,15,,,0,0,
7656,7657,2010,11,16,0,3,,,,-6,63.94,1023,0,SE,20,,,0,0,
7657,7658,2010,11,16,1,3,,,,,,,,,,,,0,0,
7658,7659,2010,11,16,2,3,,,,-5,69,1022,0,SW,4,,,0,0,
7659,7660,2010,11,16,3,3,,,,-5,64.18,1022,1,SW,7,,,0,0,
7660,7661,2010,11,16,4,3,,,,-4,74.41,1021,0,SW,9,,,0,0,
7661,7662,2010,11,16,5,3,,,,-4,69.21,1021,1,SW,12,,,0,0,
7662,7663,2010,11,16,6,3,,,,-4,69.21,1021,1,SW,16,,,0,0,
7663,7664,2010,11,16,7,3,,,,-3,80.19,1021,0,SW,18,,,0,0,
7664,7665,2010,11,16,8,3,,,,-3,80.19,1022,0,SW,20,,,0,0,
7665,7666,2010,11,16,9,3,,,,-3,69.43,1022,2,SW,23,,,0,0,
7666,7667,2010,11,16,10,3,,,,-3,64.66,1022,3,SW,27,,,0,0,
7667,7668,2010,11,16,11,3,,,,-3,60.25,1022,4,SW,31,,,0,0,
7668,7669,2010,11,16,12,3,,,,-4,52.13,1021,5,SW,34,,,0,0,
7669,7670,2010,11,16,13,3,,,,-3,56.18,1021,5,SW,37,,,0,0,
7670,7671,2010,11,16,14,3,,,,-4,52.13,1020,5,SW,39,,,0,0,
7671,7672,2010,11,16,15,3,,,,-4,52.13,1020,5,SW,40,,,0,0,
7672,7673,2010,11,16,16,3,,,,-4,52.13,1021,5,cv,1,,,0,0,
7673,7674,2010,11,16,17,3,,,,-4,64.42,1021,2,SW,1,,,0,0,
7674,7675,2010,11,16,18,3,,,,-4,74.41,1021,0,cv,0,,,0,0,
7675,7676,2010,11,16,19,3,,,,-3,80.19,1022,0,SE,1,,,0,0,
7676,7677,2010,11,16,20,3,,,,-3,86.26,1022,-1,cv,1,,,0,0,
7677,7678,2010,11,16,21,3,,,,-3,86.26,1023,-1,cv,2,,,0,0,
7678,7679,2010,11,16,22,3,,,,-3,92.85,1023,-2,cv,2,,,0,0,
7679,7680,2010,11,16,23,3,,,,-3,92.85,1023,-2,cv,3,,,0,0,
7680,7681,2010,11,17,0,3,,,,-4,92.79,1023,-3,cv,3,,,0,0,
7681,7682,2010,11,17,1,3,,,,,,,,,,,,0,0,
7682,7683,2010,11,17,2,3,,,,-5,92.73,1024,-4,cv,0,,,0,0,
7683,7684,2010,11,17,3,3,,,,-4,92.79,1024,-3,cv,1,,,0,0,
7684,7685,2010,11,17,4,3,,,,-4,86.15,1024,-2,SE,2,,,0,0,
7685,7686,2010,11,17,5,3,,,,-5,86.04,1024,-3,SE,3,,,0,0,
7686,7687,2010,11,17,6,3,,,,-4,86.15,1024,-2,cv,1,,,0,0,
7687,7688,2010,11,17,7,3,,,,-4,86.15,1024,-2,NE,1,,,0,0,
7688,7689,2010,11,17,8,3,,,,-3,86.26,1025,-1,cv,1,,,0,0,
7689,7690,2010,11,17,9,3,,,,-2,74.78,1025,2,SE,2,,,0,0,
7690,7691,2010,11,17,10,3,,,,-1,69.85,1025,4,SE,4,,,0,0,
7691,7692,2010,11,17,11,3,,,,-2,56.45,1024,6,SE,6,,,0,0,
7692,7693,2010,11,17,12,3,,,,-2,49.22,1023,8,SE,9,,,0,0,
7693,7694,2010,11,17,13,3,,,,-4,39.63,1023,9,SW,4,,,0,0,
7694,7695,2010,11,17,14,3,,,,-3,42.71,1022,9,SW,7,,,0,0,
7695,7696,2010,11,17,15,3,,,,0,53.26,1022,9,SW,10,,,0,0,
7696,7697,2010,11,17,16,3,,,,1,65.59,1022,7,SW,12,,,0,0,
7697,7698,2010,11,17,17,3,,,,0,70.06,1022,5,SW,14,,,0,0,
7698,7699,2010,11,17,18,3,,,,-1,65.13,1022,5,SE,4,,,0,0,
7699,7700,2010,11,17,19,3,,,,-1,69.85,1022,4,SE,8,,,0,0,
7700,7701,2010,11,17,20,3,,,,-1,74.96,1022,3,SW,4,,,0,0,
7701,7702,2010,11,17,21,3,,,,0,80.63,1022,3,SW,7,,,0,0,
7702,7703,2010,11,17,22,3,,,,0,75.14,1022,4,SW,10,,,0,0,
7703,7704,2010,11,17,23,3,,,,-1,69.85,1022,4,SW,13,,,0,0,
7704,7705,2010,11,18,0,3,,,,-1,69.85,1021,4,SW,16,,,0,0,
7705,7706,2010,11,18,1,3,,,,-1,69.85,1021,4,SE,2,,,0,0,
7706,7707,2010,11,18,2,3,,,,,,,,,,,,0,0,
7707,7708,2010,11,18,3,3,,,,-1,69.85,1021,4,SW,5,,,0,0,
7708,7709,2010,11,18,4,3,,,,-2,64.9,1021,4,SW,11,,,0,0,
7709,7710,2010,11,18,5,3,,,,-2,64.9,1021,4,SW,15,,,0,0,
7710,7711,2010,11,18,6,3,,,,-1,69.85,1020,4,SW,21,,,0,0,
7711,7712,2010,11,18,7,3,,,,-1,65.13,1020,5,SW,26,,,0,0,
7712,7713,2010,11,18,8,3,,,,0,65.36,1020,6,SW,33,,,0,0,
7713,7714,2010,11,18,9,3,,,,1,61.26,1020,8,SW,39,,,0,0,
7714,7715,2010,11,18,10,3,,,,1,53.53,1020,10,SW,46,,,0,0,
7715,7716,2010,11,18,11,3,,,,1,50.08,1020,11,SW,54,,,0,0,
7716,7717,2010,11,18,12,3,,,,1,46.88,1019,12,SW,62,,,0,0,
7717,7718,2010,11,18,13,3,,,,1,46.88,1018,12,SW,70,,,0,0,
7718,7719,2010,11,18,14,3,,,,2,50.36,1018,12,SW,77,,,0,0,
7719,7720,2010,11,18,15,3,,,,2,53.81,1018,11,SW,83,,,0,0,
7720,7721,2010,11,18,16,3,,,,2,53.81,1018,11,SW,88,,,0,0,
7721,7722,2010,11,18,17,3,,,,1,57.25,1018,9,SW,92,,,0,0,
7722,7723,2010,11,18,18,3,,,,1,61.26,1018,8,SW,95,,,0,0,
7723,7724,2010,11,18,19,3,,,,1,65.59,1018,7,SE,3,,,0,0,
7724,7725,2010,11,18,20,3,,,,1,70.27,1018,6,SW,3,,,0,0,
7725,7726,2010,11,18,21,3,,,,2,70.47,1018,7,SW,7,,,0,0,
7726,7727,2010,11,18,22,3,,,,2,70.47,1018,7,SW,11,,,0,0,
7727,7728,2010,11,18,23,3,,,,,,,,,,,,0,0,
7728,7729,2010,11,19,0,3,,,,2,70.47,1017,7,SW,4,,,0,0,
7729,7730,2010,11,19,1,3,,,,2,75.49,1017,6,SW,7,,,0,0,
7730,7731,2010,11,19,2,3,,,,2,70.47,1017,7,SW,10,,,0,0,
7731,7732,2010,11,19,3,3,,,,3,75.67,1016,7,SW,14,,,0,0,
7732,7733,2010,11,19,4,3,,,,3,75.67,1016,7,SW,17,,,0,0,
7733,7734,2010,11,19,5,3,,,,3,75.67,1015,7,SW,19,,,0,0,
7734,7735,2010,11,19,6,3,,,,4,75.84,1015,8,SE,3,,,0,0,
7735,7736,2010,11,19,7,3,,,,5,87.09,1015,7,SE,4,,,0,0,
7736,7737,2010,11,19,8,3,,,,5,87.09,1016,7,SW,3,,,0,0,
7737,7738,2010,11,19,9,3,,,,6,93.35,1015,7,SW,6,,,0,0,
7738,7739,2010,11,19,10,3,,,,,,,,,,,,0,0,
7739,7740,2010,11,19,11,3,,,,7,93.4,1014,8,SE,3,,,0,0,
7740,7741,2010,11,19,12,3,,,,7,76.35,1012,11,SW,3,,,0,0,
7741,7742,2010,11,19,13,3,,,,7,71.47,1011,12,SW,8,,,0,0,
7742,7743,2010,11,19,14,3,,,,7,71.47,1011,12,SW,12,,,0,0,
7743,7744,2010,11,19,15,3,,,,8,81.75,1011,11,SW,15,,,0,0,
7744,7745,2010,11,19,16,3,,,,7,76.35,1012,11,SW,19,,,0,0,
7745,7746,2010,11,19,17,3,,,,7,87.28,1011,9,SW,22,,,0,0,
7746,7747,2010,11,19,18,3,,,,5,81.34,1011,8,SE,2,,,0,0,
7747,7748,2010,11,19,19,3,,,,4,81.2,1011,7,SW,2,,,0,0,
7748,7749,2010,11,19,20,3,,,,5,81.34,1011,8,SW,6,,,0,0,
7749,7750,2010,11,19,21,3,,,,5,81.34,1011,8,SW,11,,,0,0,
7750,7751,2010,11,19,22,3,,,,5,76.01,1011,9,SW,16,,,0,0,
7751,7752,2010,11,19,23,3,,,,4,75.84,1011,8,SW,21,,,0,0,
7752,7753,2010,11,20,0,3,,,,4,81.2,1011,7,SW,26,,,0,0,
7753,7754,2010,11,20,1,3,,,,4,86.99,1011,6,SW,30,,,0,0,
7754,7755,2010,11,20,2,3,,,,4,86.99,1011,6,SW,34,,,0,0,
7755,7756,2010,11,20,3,3,,,,3,81.06,1011,6,SW,38,,,0,0,
7756,7757,2010,11,20,4,3,,,,3,75.67,1011,7,SW,42,,,0,0,
7757,7758,2010,11,20,5,3,,,,1,65.59,1011,7,SW,47,,,0,0,
7758,7759,2010,11,20,6,3,,,,,,,,,,,,0,0,
7759,7760,2010,11,20,7,3,,,,0,65.36,1012,6,SW,4,,,0,0,
7760,7761,2010,11,20,8,3,,,,0,61.01,1012,7,SW,8,,,0,0,
7761,7762,2010,11,20,9,3,,,,0,49.8,1012,10,SW,13,,,0,0,
7762,7763,2010,11,20,10,3,,,,0,46.58,1012,11,SW,18,,,0,0,
7763,7764,2010,11,20,11,3,,,,0,40.84,1012,13,SW,24,,,0,0,
7764,7765,2010,11,20,12,3,,,,0,38.26,1012,14,SW,31,,,0,0,
7765,7766,2010,11,20,13,3,,,,-1,35.57,1011,14,SW,37,,,0,0,
7766,7767,2010,11,20,14,3,,,,-1,35.57,1011,14,SW,41,,,0,0,
7767,7768,2010,11,20,15,3,,,,0,38.26,1011,14,SW,45,,,0,0,
7768,7769,2010,11,20,16,3,,,,3,57.77,1011,11,SW,48,,,0,0,
7769,7770,2010,11,20,17,3,,,,,,,,,,,,0,0,
7770,7771,2010,11,20,18,3,,,,,,,,,,,,0,0,
7771,7772,2010,11,20,19,3,,,,4,70.88,1012,9,SW,3,,,0,0,
7772,7773,2010,11,20,20,3,,,,4,70.88,1011,9,SW,6,,,0,0,
7773,7774,2010,11,20,21,3,,,,4,70.88,1011,9,SE,4,,,0,0,
7774,7775,2010,11,20,22,3,,,,5,76.01,1011,9,SW,3,,,0,0,
7775,7776,2010,11,20,23,3,,,,5,76.01,1011,9,SW,6,,,0,0,
7776,7777,2010,11,21,0,3,,,,5,76.01,1009,9,SW,10,,,0,0,
7777,7778,2010,11,21,1,3,,,,5,71.07,1009,10,SW,16,,,0,0,
7778,7779,2010,11,21,2,3,,,,5,71.07,1008,10,SW,21,,,0,0,
7779,7780,2010,11,21,3,3,,,,5,71.07,1008,10,SW,26,,,0,0,
7780,7781,2010,11,21,4,3,,,,5,71.07,1007,10,SW,32,,,0,0,
7781,7782,2010,11,21,5,3,,,,5,71.07,1006,10,SW,37,,,0,0,
7782,7783,2010,11,21,6,3,,,,,,,,,,,,0,0,
7783,7784,2010,11,21,7,3,,,,5,71.07,1006,10,SW,6,,,0,0,
7784,7785,2010,11,21,8,3,,,,6,71.27,1006,11,SW,12,,,0,0,
7785,7786,2010,11,21,9,3,,,,,,,,,,,,0,0,
7786,7787,2010,11,21,10,3,,,,6,66.71,1006,12,SW,5,,,0,0,
7787,7788,2010,11,21,11,3,,,,7,71.47,1006,12,SW,12,,,0,0,
7788,7789,2010,11,21,12,3,,,,8,87.38,1005,10,SW,15,,,0,0,
7789,7790,2010,11,21,13,3,,,,3,86.89,1007,5,NW,8,,,0,0,
7790,7791,2010,11,21,14,3,,,,2,80.92,1009,5,NW,14,,,0,0,
7791,7792,2010,11,21,15,3,,,,1,86.68,1010,3,NW,18,,,0,0,
7792,7793,2010,11,21,16,3,,,,2,93.13,1010,3,SE,2,,,0,0,
7793,7794,2010,11,21,17,3,,,,1,86.68,1011,3,SE,4,,,0,0,
7794,7795,2010,11,21,18,3,,,,-2,74.78,1013,2,NW,5,,,0,0,
7795,7796,2010,11,21,19,3,,,,-6,55.36,1014,2,NW,11,,,0,0,
7796,7797,2010,11,21,20,3,,,,-7,55.08,1015,1,NW,15,,,0,0,
7797,7798,2010,11,21,21,3,,,,-10,46.84,1016,0,NW,19,,,0,0,
7798,7799,2010,11,21,22,3,,,,-10,50.38,1017,-1,NW,23,,,0,0,
7799,7800,2010,11,21,23,3,,,,,,,,,,,,0,0,
7800,7801,2010,11,22,0,3,,,,-12,46.22,1018,-2,NW,3,,,0,0,
7801,7802,2010,11,22,1,3,,,,-11,53.94,1017,-3,NW,5,,,0,0,
7802,7803,2010,11,22,2,3,,,,-11,58.13,1018,-4,SE,2,,,0,0,
7803,7804,2010,11,22,3,3,,,,-11,62.69,1018,-5,cv,1,,,0,0,
7804,7805,2010,11,22,4,3,,,,-9,79.26,1017,-6,cv,1,,,0,0,
7805,7806,2010,11,22,5,3,,,,-8,85.7,1017,-6,SW,2,,,0,0,
7806,7807,2010,11,22,6,3,,,,-7,85.82,1017,-5,SE,2,,,0,0,
7807,7808,2010,11,22,7,3,,,,-8,79.42,1018,-5,SE,5,,,0,0,
7808,7809,2010,11,22,8,3,,,,-7,73.84,1019,-3,SE,7,,,0,0,
