,No,year,month,day,hour,season,HUMI,TEMP,cbwd,TEMP_new,cbwd_new_bfill,cbwd_new_ffill
11789,11790,2011,5,7,5,1,93.55,11.0,SW,11.0,SW,SW
11790,11791,2011,5,7,6,1,93.55,11.0,SW,11.0,SW,SW
11791,11792,2011,5,7,7,1,87.57,12.0,SW,12.0,SW,SW
11792,11793,2011,5,7,8,1,76.52,12.0,SW,12.0,SW,SW
11793,11794,2011,5,7,9,1,71.66,13.0,SW,13.0,SW,SW
11794,11795,2011,5,7,10,1,62.95,15.0,SW,15.0,SW,SW
11795,11796,2011,5,7,11,1,54.88,15.0,NW,15.0,NW,NW
11796,11797,2011,5,7,12,1,51.48,16.0,NW,16.0,NW,NW
11797,11798,2011,5,7,13,1,54.88,15.0,NW,15.0,NW,NW
11798,11799,2011,5,7,14,1,51.48,16.0,NW,16.0,NW,NW
11799,11800,2011,5,7,15,1,48.03,16.0,NW,16.0,NW,NW
11800,11801,2011,5,7,16,1,42.02,17.0,NW,17.0,NW,NW
11801,11802,2011,5,7,17,1,45.07,17.0,SW,17.0,SW,SW
11802,11803,2011,5,7,18,1,51.48,16.0,NW,16.0,NW,NW
11803,11804,2011,5,7,19,1,58.54,14.0,SW,14.0,SW,SW
11804,11805,2011,5,7,20,1,66.71,12.0,SW,12.0,SW,SW
11805,11806,2011,5,7,21,1,81.61,10.0,SE,10.0,SE,SE
11806,11807,2011,5,7,22,1,81.61,10.0,SW,10.0,SW,SW
11807,11808,2011,5,7,23,1,87.28,9.0,SW,9.0,SW,SW
11808,11809,2011,5,8,0,1,81.48,9.0,SE,9.0,SE,SE
11809,11810,2011,5,8,1,1,87.19,8.0,SW,8.0,SW,SW
11810,11811,2011,5,8,2,1,87.09,7.0,SE,7.0,SE,SE
11811,11812,2011,5,8,3,1,87.09,7.0,SE,7.0,SE,SE
11812,11813,2011,5,8,4,1,86.99,6.0,SE,6.0,SE,SE
11813,11814,2011,5,8,5,1,93.29,6.0,SE,6.0,SE,SE
11814,11815,2011,5,8,6,1,87.19,8.0,SE,8.0,SE,SE
11815,11816,2011,5,8,7,1,76.35,11.0,SE,11.0,SE,SE
11816,11817,2011,5,8,8,1,58.79,15.0,SE,15.0,SE,SE
11817,11818,2011,5,8,9,1,45.36,18.0,SE,18.0,SE,SE
11818,11819,2011,5,8,10,1,32.46,20.0,SW,20.0,SW,SW
11819,11820,2011,5,8,11,1,35.13,21.0,SW,21.0,SW,SW
11820,11821,2011,5,8,12,1,23.15,22.0,SW,22.0,SW,SW
11821,11822,2011,5,8,13,1,25.17,23.0,SW,23.0,SW,SW
11822,11823,2011,5,8,14,1,25.45,24.0,SW,24.0,SW,SW
11823,11824,2011,5,8,15,1,23.7,24.0,SW,24.0,SW,SW
11824,11825,2011,5,8,16,1,17.72,24.0,SW,24.0,SW,SW
11825,11826,2011,5,8,17,1,21.79,23.0,SW,23.0,SW,SW
11826,11827,2011,5,8,18,1,37.36,20.0,SW,20.0,SW,SW
11827,11828,2011,5,8,19,1,39.75,19.0,SW,19.0,SW,SW
11828,11829,2011,5,8,20,1,48.31,17.0,SW,17.0,SW,SW
11829,11830,2011,5,8,21,1,51.48,16.0,SW,16.0,SW,SW
11830,11831,2011,5,8,22,1,38.86,16.0,SW,16.0,SW,SW
11831,11832,2011,5,8,23,1,36.17,16.0,SW,16.0,SW,SW
11832,11833,2011,5,9,0,1,38.86,16.0,SW,16.0,SW,SW
11833,11834,2011,5,9,1,1,62.71,14.0,SW,14.0,SW,SW
11834,11835,2011,5,9,2,1,93.55,11.0,SW,11.0,SW,SW
11835,11836,2011,5,9,3,1,93.55,11.0,SW,11.0,SW,SW
11836,11837,2011,5,9,4,1,87.57,12.0,SE,12.0,SE,SE
11837,11838,2011,5,9,5,1,87.57,12.0,SE,12.0,SE,SE
11838,11839,2011,5,9,6,1,93.55,11.0,SE,11.0,SE,SE
11839,11840,2011,5,9,7,1,93.55,11.0,SW,11.0,SW,SW
11840,11841,2011,5,9,8,1,93.6,12.0,SW,12.0,SW,SW
11841,11842,2011,5,9,9,1,93.6,12.0,SW,12.0,SW,SW
11842,11843,2011,5,9,10,1,87.66,13.0,SW,13.0,SW,SW
11843,11844,2011,5,9,11,1,87.75,14.0,SW,14.0,SW,SW
11844,11845,2011,5,9,12,1,82.27,15.0,SW,15.0,SW,SW
11845,11846,2011,5,9,13,1,82.4,16.0,SW,16.0,SW,SW
11846,11847,2011,5,9,14,1,72.42,17.0,SW,17.0,SW,SW
11847,11848,2011,5,9,15,1,72.6,18.0,SW,18.0,SW,SW
11848,11849,2011,5,9,16,1,72.6,18.0,SW,18.0,SW,SW
11849,11850,2011,5,9,17,1,77.32,17.0,SW,17.0,SW,SW
11850,11851,2011,5,9,18,1,82.4,16.0,SW,16.0,SW,SW
11851,11852,2011,5,9,19,1,87.84,15.0,SW,15.0,SW,SW
11852,11853,2011,5,9,20,1,87.84,15.0,SW,15.0,SW,SW
11853,11854,2011,5,9,21,1,87.75,14.0,SW,14.0,SW,SW
11854,11855,2011,5,9,22,1,93.7,14.0,SE,14.0,SE,SE
11855,11856,2011,5,9,23,1,87.75,14.0,SE,14.0,SE,SE
11856,11857,2011,5,10,0,1,93.65,13.0,SE,13.0,SE,SE
11857,11858,2011,5,10,1,1,87.66,13.0,SE,13.0,SE,SE
11858,11859,2011,5,10,2,1,93.6,12.0,SW,12.0,SW,SW
11859,11860,2011,5,10,3,1,93.6,12.0,SW,12.0,SW,SW
11860,11861,2011,5,10,4,1,93.6,12.0,SE,12.0,SE,SE
11861,11862,2011,5,10,5,1,93.6,12.0,SE,12.0,SE,SE
11862,11863,2011,5,10,6,1,93.65,13.0,SE,13.0,SE,SE
11863,11864,2011,5,10,7,1,87.75,14.0,SE,14.0,SE,SE
11864,11865,2011,5,10,8,1,77.17,16.0,SE,16.0,SE,SE
11865,11866,2011,5,10,9,1,63.64,18.0,SW,18.0,SW,SW
11866,11867,2011,5,10,10,1,52.83,21.0,SW,21.0,SW,SW
11867,11868,2011,5,10,11,1,52.83,21.0,NW,21.0,NW,NW
11868,11869,2011,5,10,12,1,33.63,24.0,cv,24.0,cv,cv
11869,11870,2011,5,10,13,1,17.97,25.0,NE,25.0,NE,NE
11870,11871,2011,5,10,14,1,20.78,25.0,cv,25.0,cv,cv
11871,11872,2011,5,10,15,1,22.32,25.0,cv,25.0,cv,cv
11872,11873,2011,5,10,16,1,17.97,25.0,NW,25.0,NW,NW
11873,11874,2011,5,10,17,1,17.97,25.0,NE,25.0,NE,NE
11874,11875,2011,5,10,18,1,29.0,23.0,NE,23.0,NE,NE
11875,11876,2011,5,10,19,1,28.43,21.0,SE,21.0,SE,SE
11876,11877,2011,5,10,20,1,45.07,17.0,cv,17.0,cv,cv
11877,11878,2011,5,10,21,1,59.04,16.0,cv,16.0,cv,cv
11878,11879,2011,5,10,22,1,62.95,15.0,SE,15.0,SE,SE
11879,11880,2011,5,10,23,1,62.95,15.0,SE,15.0,SE,SE
11880,11881,2011,5,11,0,1,66.93,13.0,SE,13.0,SE,SE
11881,11882,2011,5,11,1,1,76.52,12.0,SE,12.0,SE,SE
11882,11883,2011,5,11,2,1,71.47,12.0,NE,12.0,NE,NE
11883,11884,2011,5,11,3,1,81.75,11.0,SE,11.0,SE,SE
11884,11885,2011,5,11,4,1,81.61,10.0,SE,10.0,SE,SE
11885,11886,2011,5,11,5,1,76.18,10.0,SE,10.0,SE,SE
11886,11887,2011,5,11,6,1,66.93,13.0,cv,13.0,cv,cv
11887,11888,2011,5,11,7,1,59.04,16.0,SE,16.0,SE,SE
11888,11889,2011,5,11,8,1,59.54,18.0,cv,18.0,cv,cv
11889,11890,2011,5,11,9,1,49.42,21.0,SE,21.0,SE,SE
11890,11891,2011,5,11,10,1,43.76,23.0,SW,23.0,SW,SW
11891,11892,2011,5,11,11,1,31.68,25.0,SW,25.0,SW,SW
11892,11893,2011,5,11,12,1,27.87,26.0,SW,26.0,SW,SW
11893,11894,2011,5,11,13,1,21.3,27.0,SW,27.0,SW,SW
11894,11895,2011,5,11,14,1,20.09,28.0,SW,28.0,SW,SW
11895,11896,2011,5,11,15,1,21.56,28.0,SW,28.0,SW,SW
11896,11897,2011,5,11,16,1,22.86,27.0,SW,27.0,SW,SW
11897,11898,2011,5,11,17,1,22.59,26.0,SW,26.0,SW,SW
11898,11899,2011,5,11,18,1,23.7,24.0,SW,24.0,SW,SW
11899,11900,2011,5,11,19,1,28.71,22.0,SW,22.0,SW,SW
11900,11901,2011,5,11,20,1,34.83,20.0,SW,20.0,SW,SW
11901,11902,2011,5,11,21,1,37.06,19.0,SW,19.0,SW,SW
11902,11903,2011,5,11,22,1,45.36,18.0,SW,18.0,SW,SW
11903,11904,2011,5,11,23,1,48.31,17.0,SW,17.0,SW,SW
11904,11905,2011,5,12,0,1,51.75,17.0,cv,17.0,cv,cv
11905,11906,2011,5,12,1,1,59.04,16.0,cv,16.0,cv,cv
11906,11907,2011,5,12,2,1,59.04,16.0,cv,16.0,cv,cv
11907,11908,2011,5,12,3,1,29.35,17.0,NW,17.0,NW,NW
11908,11909,2011,5,12,4,1,26.98,16.0,NW,16.0,NW,NW
11909,11910,2011,5,12,5,1,30.98,15.0,SW,15.0,SW,SW
11910,11911,2011,5,12,6,1,44.49,15.0,NW,15.0,NW,NW
11911,11912,2011,5,12,7,1,41.43,15.0,SW,15.0,SW,SW
11912,11913,2011,5,12,8,1,25.32,17.0,SW,17.0,SW,SW
11913,11914,2011,5,12,9,1,23.77,18.0,NW,18.0,NW,NW
11914,11915,2011,5,12,10,1,27.85,19.0,SW,19.0,SW,SW
11915,11916,2011,5,12,11,1,25.89,19.0,SW,19.0,SW,SW
11916,11917,2011,5,12,12,1,26.17,20.0,SW,20.0,SW,SW
11917,11918,2011,5,12,13,1,27.85,19.0,SW,19.0,SW,SW
11918,11919,2011,5,12,14,1,32.17,19.0,SW,19.0,SW,SW
11919,11920,2011,5,12,15,1,29.94,19.0,NW,19.0,NW,NW
11920,11921,2011,5,12,16,1,31.87,18.0,SW,18.0,SW,SW
11921,11922,2011,5,12,17,1,31.87,18.0,SW,18.0,SW,SW
11922,11923,2011,5,12,18,1,34.24,18.0,SW,18.0,SW,SW
11923,11924,2011,5,12,19,1,39.16,17.0,SW,17.0,SW,SW
11924,11925,2011,5,12,20,1,44.78,16.0,SW,16.0,SW,SW
11925,11926,2011,5,12,21,1,41.73,16.0,SW,16.0,SW,SW
11926,11927,2011,5,12,22,1,50.92,14.0,SW,14.0,SW,SW
11927,11928,2011,5,12,23,1,58.29,13.0,SW,13.0,SW,SW
11928,11929,2011,5,13,0,1,58.29,13.0,SW,13.0,SW,SW
11929,11930,2011,5,13,1,1,50.92,14.0,SW,14.0,SW,SW
11930,11931,2011,5,13,2,1,54.35,13.0,SW,13.0,SW,SW
11931,11932,2011,5,13,3,1,50.65,13.0,SW,13.0,SW,SW
11932,11933,2011,5,13,4,1,40.84,13.0,SW,13.0,SW,SW
11933,11934,2011,5,13,5,1,43.6,12.0,SW,12.0,SW,SW
11934,11935,2011,5,13,6,1,33.05,14.0,NW,14.0,NW,NW
11935,11936,2011,5,13,7,1,41.43,15.0,NW,15.0,NW,NW
11936,11937,2011,5,13,8,1,41.73,16.0,SW,16.0,SW,SW
11937,11938,2011,5,13,9,1,41.73,16.0,NW,16.0,NW,NW
11938,11939,2011,5,13,10,1,34.24,18.0,SW,18.0,SW,SW
11939,11940,2011,5,13,11,1,32.17,19.0,NW,19.0,NW,NW
11940,11941,2011,5,13,12,1,29.94,19.0,NW,19.0,NW,NW
11941,11942,2011,5,13,13,1,22.88,21.0,NW,21.0,NW,NW
11942,11943,2011,5,13,14,1,25.89,19.0,NW,19.0,NW,NW
11943,11944,2011,5,13,15,1,26.17,20.0,NW,20.0,NW,NW
11944,11945,2011,5,13,16,1,34.24,18.0,NW,18.0,NW,NW
11945,11946,2011,5,13,17,1,34.24,18.0,NW,18.0,NW,NW
11946,11947,2011,5,13,18,1,34.24,18.0,NW,18.0,NW,NW
11947,11948,2011,5,13,19,1,39.16,17.0,NW,17.0,NW,NW
11948,11949,2011,5,13,20,1,41.43,15.0,SW,15.0,SW,SW
11949,11950,2011,5,13,21,1,50.65,13.0,SW,13.0,SW,SW
11950,11951,2011,5,13,22,1,58.03,12.0,SW,12.0,SW,SW
11951,11952,2011,5,13,23,1,57.77,11.0,SW,11.0,SW,SW
11952,11953,2011,5,14,0,1,62.0,11.0,SW,11.0,SW,SW
11953,11954,2011,5,14,1,1,54.08,12.0,SW,12.0,SW,SW
11954,11955,2011,5,14,2,1,53.53,10.0,SW,10.0,SW,SW
11955,11956,2011,5,14,3,1,65.82,8.0,SW,8.0,SW,SW
11956,11957,2011,5,14,4,1,61.26,8.0,SW,8.0,SW,SW
11957,11958,2011,5,14,5,1,61.26,8.0,SE,8.0,SE,SE
11958,11959,2011,5,14,6,1,53.53,10.0,SW,10.0,SW,SW
11959,11960,2011,5,14,7,1,41.43,15.0,SW,15.0,SW,SW
11960,11961,2011,5,14,8,1,33.95,17.0,SW,17.0,SW,SW
11961,11962,2011,5,14,9,1,26.17,20.0,SW,20.0,SW,SW
11962,11963,2011,5,14,10,1,23.15,22.0,SW,22.0,SW,SW
11963,11964,2011,5,14,11,1,21.79,23.0,SW,23.0,SW,SW
11964,11965,2011,5,14,12,1,20.26,23.0,SW,23.0,SW,SW
11965,11966,2011,5,14,13,1,19.07,24.0,NW,24.0,NW,NW
11966,11967,2011,5,14,14,1,17.72,24.0,NW,24.0,NW,NW
11967,11968,2011,5,14,15,1,16.45,24.0,NW,24.0,NW,NW
11968,11969,2011,5,14,16,1,15.03,23.0,NW,23.0,NW,NW
11969,11970,2011,5,14,17,1,12.69,22.0,NW,22.0,NW,NW
11970,11971,2011,5,14,18,1,14.34,20.0,NW,20.0,NW,NW
11971,11972,2011,5,14,19,1,13.89,18.0,NW,18.0,NW,NW
11972,11973,2011,5,14,20,1,12.82,18.0,NW,18.0,NW,NW
11973,11974,2011,5,14,21,1,18.44,16.0,NE,16.0,NE,NE
11974,11975,2011,5,14,22,1,22.94,15.0,NE,15.0,NE,NE
11975,11976,2011,5,14,23,1,26.4,14.0,SE,14.0,SE,SE
11976,11977,2011,5,15,0,1,28.47,14.0,NE,14.0,NE,NE
11977,11978,2011,5,15,1,1,40.84,13.0,NW,13.0,NW,NW
11978,11979,2011,5,15,2,1,30.68,14.0,NE,14.0,NE,NE
11979,11980,2011,5,15,3,1,43.9,13.0,SE,13.0,SE,SE
11980,11981,2011,5,15,4,1,35.27,13.0,SE,13.0,SE,SE
11981,11982,2011,5,15,5,1,40.54,12.0,SE,12.0,SE,SE
11982,11983,2011,5,15,6,1,40.54,12.0,SE,12.0,SE,SE
11983,11984,2011,5,15,7,1,43.9,13.0,SE,13.0,SE,SE
11984,11985,2011,5,15,8,1,35.87,15.0,NE,15.0,NE,NE
11985,11986,2011,5,15,9,1,29.06,16.0,cv,16.0,cv,cv
11986,11987,2011,5,15,10,1,20.46,18.0,NW,18.0,NW,NW
11987,11988,2011,5,15,11,1,20.46,18.0,NW,18.0,NW,NW
11988,11989,2011,5,15,12,1,20.72,19.0,NW,19.0,NW,NW
11989,11990,2011,5,15,13,1,16.49,19.0,NW,19.0,NW,NW
11990,11991,2011,5,15,14,1,18.06,20.0,NW,20.0,NW,NW
11991,11992,2011,5,15,15,1,16.74,20.0,NW,20.0,NW,NW
11992,11993,2011,5,15,16,1,19.48,20.0,NW,20.0,NW,NW
11993,11994,2011,5,15,17,1,24.33,20.0,NW,20.0,NW,NW
11994,11995,2011,5,15,18,1,24.05,19.0,NW,19.0,NW,NW
11995,11996,2011,5,15,19,1,38.86,16.0,NE,16.0,NE,NE
11996,11997,2011,5,15,20,1,41.43,15.0,NE,15.0,NE,NE
11997,11998,2011,5,15,21,1,50.65,13.0,NE,13.0,NE,NE
11998,11999,2011,5,15,22,1,50.92,14.0,NE,14.0,NE,NE
11999,12000,2011,5,15,23,1,62.0,11.0,SE,11.0,SE,SE
12000,12001,2011,5,16,0,1,66.27,10.0,cv,10.0,cv,cv
12001,12002,2011,5,16,1,1,71.07,10.0,SW,10.0,SW,SW
12002,12003,2011,5,16,2,1,71.07,10.0,SW,10.0,SW,SW
12003,12004,2011,5,16,3,1,71.07,10.0,SW,10.0,SW,SW
12004,12005,2011,5,16,4,1,76.18,10.0,SW,10.0,SW,SW
12005,12006,2011,5,16,5,1,81.48,9.0,SW,9.0,SW,SW
12006,12007,2011,5,16,6,1,71.27,11.0,SW,11.0,SW,SW
12007,12008,2011,5,16,7,1,50.92,14.0,cv,14.0,cv,cv
12008,12009,2011,5,16,8,1,41.73,16.0,NW,16.0,NW,NW
12009,12010,2011,5,16,9,1,33.95,17.0,NW,17.0,NW,NW
12010,12011,2011,5,16,10,1,34.24,18.0,NW,18.0,NW,NW
12011,12012,2011,5,16,11,1,32.17,19.0,NW,19.0,NW,NW
12012,12013,2011,5,16,12,1,29.94,19.0,NW,19.0,NW,NW
12013,12014,2011,5,16,13,1,27.85,19.0,NW,19.0,NW,NW
12014,12015,2011,5,16,14,1,29.94,19.0,NW,19.0,NW,NW
12015,12016,2011,5,16,15,1,28.14,20.0,cv,20.0,cv,cv
12016,12017,2011,5,16,16,1,28.14,20.0,NW,20.0,NW,NW
12017,12018,2011,5,16,17,1,27.85,19.0,NE,19.0,NE,NE
12018,12019,2011,5,16,18,1,29.94,19.0,SE,19.0,SE,SE
12019,12020,2011,5,16,19,1,33.95,17.0,SE,17.0,SE,SE
12020,12021,2011,5,16,20,1,41.43,15.0,SE,15.0,SE,SE
12021,12022,2011,5,16,21,1,47.46,14.0,SE,14.0,SE,SE
12022,12023,2011,5,16,22,1,50.65,13.0,SE,13.0,SE,SE
12023,12024,2011,5,16,23,1,62.0,11.0,SW,11.0,SW,SW
12024,12025,2011,5,17,0,1,57.77,11.0,SE,11.0,SE,SE
12025,12026,2011,5,17,1,1,57.77,11.0,SE,11.0,SE,SE
12026,12027,2011,5,17,2,1,57.77,11.0,SE,11.0,SE,SE
12027,12028,2011,5,17,3,1,61.76,10.0,SE,10.0,SE,SE
12028,12029,2011,5,17,4,1,66.05,9.0,SE,9.0,SE,SE
12029,12030,2011,5,17,5,1,61.76,10.0,SE,10.0,SE,SE
12030,12031,2011,5,17,6,1,58.03,12.0,SE,12.0,SE,SE
12031,12032,2011,5,17,7,1,47.74,15.0,SE,15.0,SE,SE
12032,12033,2011,5,17,8,1,39.46,18.0,SE,18.0,SE,SE
12033,12034,2011,5,17,9,1,30.52,21.0,SW,21.0,SW,SW
12034,12035,2011,5,17,10,1,26.74,22.0,SW,22.0,SW,SW
12035,12036,2011,5,17,11,1,24.89,22.0,SW,22.0,SW,SW
12036,12037,2011,5,17,12,1,23.43,23.0,SW,23.0,SW,SW
12037,12038,2011,5,17,13,1,23.43,23.0,SW,23.0,SW,SW
12038,12039,2011,5,17,14,1,23.43,23.0,SW,23.0,SW,SW
12039,12040,2011,5,17,15,1,23.7,24.0,SW,24.0,SW,SW
12040,12041,2011,5,17,16,1,23.7,24.0,SW,24.0,SW,SW
12041,12042,2011,5,17,17,1,23.43,23.0,SW,23.0,SW,SW
12042,12043,2011,5,17,18,1,23.15,22.0,SW,22.0,SW,SW
12043,12044,2011,5,17,19,1,26.17,20.0,SW,20.0,SW,SW
12044,12045,2011,5,17,20,1,27.56,18.0,SE,18.0,SE,SE
12045,12046,2011,5,17,21,1,29.35,17.0,SE,17.0,SE,SE
12046,12047,2011,5,17,22,1,27.27,17.0,SE,17.0,SE,SE
12047,12048,2011,5,17,23,1,25.32,17.0,SE,17.0,SE,SE
12048,12049,2011,5,18,0,1,23.77,18.0,SE,18.0,SE,SE
12049,12050,2011,5,18,1,1,29.65,18.0,SW,18.0,SW,SW
12050,12051,2011,5,18,2,1,33.95,17.0,SE,17.0,SE,SE
12051,12052,2011,5,18,3,1,36.47,17.0,SE,17.0,SE,SE
12052,12053,2011,5,18,4,1,41.73,16.0,SW,16.0,SW,SW
12053,12054,2011,5,18,5,1,48.03,16.0,SW,16.0,SW,SW
12054,12055,2011,5,18,6,1,48.31,17.0,SW,17.0,SW,SW
12055,12056,2011,5,18,7,1,51.75,17.0,SW,17.0,SW,SW
12056,12057,2011,5,18,8,1,52.02,18.0,SW,18.0,SW,SW
12057,12058,2011,5,18,9,1,52.3,19.0,SW,19.0,SW,SW
12058,12059,2011,5,18,10,1,59.54,18.0,SW,18.0,SW,SW
12059,12060,2011,5,18,11,1,59.54,18.0,SW,18.0,SW,SW
12060,12061,2011,5,18,12,1,63.64,18.0,SW,18.0,SW,SW
12061,12062,2011,5,18,13,1,59.78,19.0,SE,19.0,SE,SE
12062,12063,2011,5,18,14,1,52.83,21.0,SW,21.0,SW,SW
12063,12064,2011,5,18,15,1,46.78,23.0,SW,23.0,SW,SW
12064,12065,2011,5,18,16,1,49.7,22.0,SW,22.0,SW,SW
12065,12066,2011,5,18,17,1,52.83,21.0,SW,21.0,SW,SW
12066,12067,2011,5,18,18,1,52.56,20.0,SW,20.0,SW,SW
12067,12068,2011,5,18,19,1,52.56,20.0,SW,20.0,SW,SW
12068,12069,2011,5,18,20,1,55.93,19.0,SW,19.0,SW,SW
12069,12070,2011,5,18,21,1,63.64,18.0,SW,18.0,SW,SW
12070,12071,2011,5,18,22,1,59.54,18.0,SW,18.0,SW,SW
12071,12072,2011,5,18,23,1,63.64,18.0,SW,18.0,SW,SW
12072,12073,2011,5,19,0,1,67.78,17.0,SW,17.0,SW,SW
12073,12074,2011,5,19,1,1,72.42,17.0,SW,17.0,SW,SW
12074,12075,2011,5,19,2,1,87.84,15.0,SW,15.0,SW,SW
12075,12076,2011,5,19,3,1,93.7,14.0,SW,14.0,SW,SW
12076,12077,2011,5,19,4,1,93.65,13.0,NW,13.0,NW,NW
12077,12078,2011,5,19,5,1,93.65,13.0,NW,13.0,NW,NW
12078,12079,2011,5,19,6,1,87.66,13.0,NW,13.0,NW,NW
12079,12080,2011,5,19,7,1,87.66,13.0,NW,13.0,NW,NW
12080,12081,2011,5,19,8,1,82.14,14.0,NW,14.0,NW,NW
12081,12082,2011,5,19,9,1,82.14,14.0,NW,14.0,NW,NW
12082,12083,2011,5,19,10,1,72.23,16.0,NE,16.0,NE,NE
12083,12084,2011,5,19,11,1,59.54,18.0,NE,18.0,NE,NE
12084,12085,2011,5,19,12,1,63.41,17.0,NE,17.0,NE,NE
12085,12086,2011,5,19,13,1,52.3,19.0,NE,19.0,NE,NE
12086,12087,2011,5,19,14,1,45.93,20.0,NE,20.0,NE,NE
12087,12088,2011,5,19,15,1,42.9,20.0,NE,20.0,NE,NE
12088,12089,2011,5,19,16,1,40.04,20.0,NE,20.0,NE,NE
12089,12090,2011,5,19,17,1,42.61,19.0,SE,19.0,SE,SE
12090,12091,2011,5,19,18,1,42.61,19.0,NE,19.0,NE,NE
12091,12092,2011,5,19,19,1,48.59,18.0,SE,18.0,SE,SE
12092,12093,2011,5,19,20,1,59.04,16.0,NE,16.0,NE,NE
12093,12094,2011,5,19,21,1,59.04,16.0,SE,16.0,SE,SE
12094,12095,2011,5,19,22,1,76.68,13.0,NE,13.0,NE,NE
12095,12096,2011,5,19,23,1,76.68,13.0,SE,13.0,SE,SE
12096,12097,2011,5,20,0,1,76.68,13.0,SE,13.0,SE,SE
12097,12098,2011,5,20,1,1,82.01,13.0,NE,13.0,NE,NE
12098,12099,2011,5,20,2,1,82.01,13.0,NE,13.0,NE,NE
12099,12100,2011,5,20,3,1,82.01,13.0,SE,13.0,SE,SE
12100,12101,2011,5,20,4,1,87.57,12.0,NE,12.0,NE,NE
12101,12102,2011,5,20,5,1,87.57,12.0,SE,12.0,SE,SE
12102,12103,2011,5,20,6,1,87.66,13.0,SE,13.0,SE,SE
12103,12104,2011,5,20,7,1,82.27,15.0,SE,15.0,SE,SE
12104,12105,2011,5,20,8,1,77.17,16.0,SE,16.0,SE,SE
12105,12106,2011,5,20,9,1,63.87,19.0,SW,19.0,SW,SW
12106,12107,2011,5,20,10,1,52.56,20.0,SW,20.0,SW,SW
12107,12108,2011,5,20,11,1,43.19,21.0,SW,21.0,SW,SW
12108,12109,2011,5,20,12,1,37.36,20.0,NW,20.0,NW,NW
12109,12110,2011,5,20,13,1,30.23,20.0,NW,20.0,NW,NW
12110,12111,2011,5,20,14,1,30.23,20.0,NW,20.0,NW,NW
12111,12112,2011,5,20,15,1,45.36,18.0,NW,18.0,NW,NW
12112,12113,2011,5,20,16,1,44.78,16.0,NW,16.0,NW,NW
12113,12114,2011,5,20,17,1,41.43,15.0,NW,15.0,NW,NW
12114,12115,2011,5,20,18,1,35.87,15.0,NW,15.0,NW,NW
12115,12116,2011,5,20,19,1,43.9,13.0,NE,13.0,NE,NE
12116,12117,2011,5,20,20,1,50.36,12.0,NE,12.0,NE,NE
12117,12118,2011,5,20,21,1,50.36,12.0,SE,12.0,SE,SE
12118,12119,2011,5,20,22,1,53.81,11.0,SE,11.0,SE,SE
12119,12120,2011,5,20,23,1,61.76,10.0,SE,10.0,SE,SE
12120,12121,2011,5,21,0,1,61.76,10.0,SE,10.0,SE,SE
12121,12122,2011,5,21,1,1,70.88,9.0,SE,9.0,SE,SE
12122,12123,2011,5,21,2,1,75.84,8.0,SE,8.0,SE,SE
12123,12124,2011,5,21,3,1,81.06,6.0,SE,6.0,SE,SE
12124,12125,2011,5,21,4,1,81.06,6.0,cv,6.0,cv,cv
12125,12126,2011,5,21,5,1,81.06,6.0,SE,6.0,SE,SE
12126,12127,2011,5,21,6,1,75.84,8.0,SE,8.0,SE,SE
12127,12128,2011,5,21,7,1,58.03,12.0,SW,12.0,SW,SW
12128,12129,2011,5,21,8,1,50.92,14.0,SW,14.0,SW,SW
12129,12130,2011,5,21,9,1,33.95,17.0,SW,17.0,SW,SW
12130,12131,2011,5,21,10,1,27.56,18.0,SW,18.0,SW,SW
12131,12132,2011,5,21,11,1,20.99,20.0,SW,20.0,SW,SW
12132,12133,2011,5,21,12,1,19.74,21.0,SW,21.0,SW,SW
12133,12134,2011,5,21,13,1,20.99,20.0,SW,20.0,SW,SW
12134,12135,2011,5,21,14,1,26.17,20.0,SW,20.0,SW,SW
12135,12136,2011,5,21,15,1,22.88,21.0,SW,21.0,SW,SW
12136,12137,2011,5,21,16,1,24.33,20.0,SW,20.0,SW,SW
12137,12138,2011,5,21,17,1,28.14,20.0,SW,20.0,SW,SW
12138,12139,2011,5,21,18,1,31.87,18.0,SW,18.0,SW,SW
12139,12140,2011,5,21,19,1,39.16,17.0,NW,17.0,NW,NW
12140,12141,2011,5,21,20,1,50.92,14.0,cv,14.0,cv,cv
12141,12142,2011,5,21,21,1,58.29,13.0,SE,13.0,SE,SE
12142,12143,2011,5,21,22,1,62.24,12.0,SE,12.0,SE,SE
12143,12144,2011,5,21,23,1,71.27,11.0,SW,11.0,SW,SW
12144,12145,2011,5,22,0,1,71.27,11.0,SW,11.0,SW,SW
12145,12146,2011,5,22,1,1,66.49,11.0,SW,11.0,SW,SW
12146,12147,2011,5,22,2,1,62.0,11.0,SE,11.0,SE,SE
12147,12148,2011,5,22,3,1,66.27,10.0,SE,10.0,SE,SE
12148,12149,2011,5,22,4,1,66.27,10.0,SE,10.0,SE,SE
12149,12150,2011,5,22,5,1,61.76,10.0,SE,10.0,SE,SE
12150,12151,2011,5,22,6,1,58.03,12.0,SE,12.0,SE,SE
12151,12152,2011,5,22,7,1,47.74,15.0,SE,15.0,SE,SE
12152,12153,2011,5,22,8,1,27.85,19.0,SW,19.0,SW,SW
12153,12154,2011,5,22,9,1,26.46,21.0,SW,21.0,SW,SW
12154,12155,2011,5,22,10,1,28.71,22.0,SW,22.0,SW,SW
